Substance,Source,Specific_Measure,Region,PRUID,Time_Period,Year_Quarter,Aggregator,Disaggregator,Unit,Value
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By year,2018,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By year,2019,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By year,2020,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By year,2021,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By year,2022,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By year,2023,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By year,2024,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By year,2025,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By year,2016,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By year,2017,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By year,2018,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By year,2019,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By year,2020,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By year,2021,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By year,2022,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By year,2023,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By year,2024,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By year,2025,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2016 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2016 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2016 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2016 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2017 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2017 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2017 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2017 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2018 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2018 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2018 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2018 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2019 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2019 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2019 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2019 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2020 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2020 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2020 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2020 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2021 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2021 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2021 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2021 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2022 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2022 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2022 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2022 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2023 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2023 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2023 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2023 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2024 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2024 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2024 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2024 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2025 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2025 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2025 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Newfoundland and Labrador,10,By quarter,2025 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By year,2016,,,Crude rate,13.0
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By year,2017,,,Crude rate,32.9
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By year,2018,,,Crude rate,49.5
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By year,2019,,,Crude rate,41.3
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By year,2020,,,Crude rate,81.0
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By year,2021,,,Crude rate,79.1
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By year,2022,,,Crude rate,70.7
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By year,2023,,,Crude rate,44.0
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By year,2024,,,Crude rate,65.1
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By year,2025,,,Crude rate,20.7
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By year,2016,,,Number,5
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By year,2017,,,Number,13
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By year,2018,,,Number,20
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By year,2019,,,Number,17
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By year,2020,,,Number,34
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By year,2021,,,Number,34
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By year,2022,,,Number,31
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By year,2023,,,Number,20
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By year,2024,,,Number,31
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By year,2025,,,Number,10
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2016 Q1,,,Number,0
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2016 Q2,,,Number,Suppr.
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2016 Q3,,,Number,Suppr.
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2016 Q4,,,Number,Suppr.
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2017 Q1,,,Number,Suppr.
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2017 Q2,,,Number,Suppr.
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2017 Q3,,,Number,Suppr.
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2017 Q4,,,Number,7
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2018 Q1,,,Number,Suppr.
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2018 Q2,,,Number,6
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2018 Q3,,,Number,Suppr.
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2018 Q4,,,Number,5
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2019 Q1,,,Number,Suppr.
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2019 Q2,,,Number,Suppr.
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2019 Q3,,,Number,5
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2019 Q4,,,Number,Suppr.
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2020 Q1,,,Number,11
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2020 Q2,,,Number,8
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2020 Q3,,,Number,6
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2020 Q4,,,Number,9
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2021 Q1,,,Number,Suppr.
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2021 Q2,,,Number,Suppr.
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2021 Q3,,,Number,9
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2021 Q4,,,Number,12
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2022 Q1,,,Number,Suppr.
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2022 Q2,,,Number,Suppr.
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2022 Q3,,,Number,10
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2022 Q4,,,Number,9
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2023 Q1,,,Number,Suppr.
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2023 Q2,,,Number,8
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2023 Q3,,,Number,6
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2023 Q4,,,Number,Suppr.
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2024 Q1,,,Number,9
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2024 Q2,,,Number,Suppr.
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2024 Q3,,,Number,Suppr.
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2024 Q4,,,Number,14
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2025 Q1,,,Number,6
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2025 Q2,,,Number,Suppr.
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2025 Q3,,,Number,Suppr.
Stimulants,Emergency Department (ED) Visits,Overall numbers,Yukon,60,By quarter,2025 Q4,,,Number,Suppr.
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By year,2016,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By year,2017,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By year,2018,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By year,2019,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By year,2020,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By year,2021,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By year,2022,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By year,2023,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By year,2024,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By year,2025,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By year,2016,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By year,2017,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By year,2018,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By year,2019,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By year,2020,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By year,2021,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By year,2022,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By year,2023,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By year,2024,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By year,2025,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2016 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2016 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2016 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2016 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2017 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2017 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2017 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2017 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2018 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2018 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2018 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2018 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2019 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2019 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2019 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2019 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2020 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2020 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2020 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2020 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2021 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2021 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2021 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2021 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2022 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2022 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2022 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2022 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2023 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2023 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2023 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2023 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2024 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2024 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2024 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2024 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2025 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2025 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2025 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Northwest Territories,61,By quarter,2025 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By year,2016,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By year,2017,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By year,2018,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By year,2019,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By year,2020,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By year,2021,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By year,2022,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By year,2023,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By year,2024,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By year,2025,,,Crude rate,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By year,2016,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By year,2017,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By year,2018,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By year,2019,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By year,2020,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By year,2021,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By year,2022,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By year,2023,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By year,2024,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By year,2025,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2016 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2016 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2016 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2016 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2017 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2017 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2017 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2017 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2018 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2018 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2018 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2018 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2019 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2019 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2019 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2019 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2020 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2020 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2020 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2020 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2021 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2021 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2021 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2021 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2022 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2022 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2022 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2022 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2023 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2023 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2023 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2023 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2024 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2024 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2024 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2024 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2025 Q1,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2025 Q2,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2025 Q3,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Overall numbers,Nunavut,62,By quarter,2025 Q4,,,Number,n/a
Stimulants,Emergency Department (ED) Visits,Intent,Canada,1,By year,2016,2016,Accidental,Percent,59
Stimulants,Emergency Department (ED) Visits,Intent,Canada,1,By year,2016,2016,Intentional,Percent,24
Stimulants,Emergency Department (ED) Visits,Intent,Canada,1,By year,2016,2016,Undetermined,Percent,17
Stimulants,Emergency Department (ED) Visits,Intent,Canada,1,By year,2017,2017,Accidental,Percent,62
Stimulants,Emergency Department (ED) Visits,Intent,Canada,1,By year,2017,2017,Intentional,Percent,22
Stimulants,Emergency Department (ED) Visits,Intent,Canada,1,By year,2017,2017,Undetermined,Percent,17
Stimulants,Emergency Department (ED) Visits,Intent,Canada,1,By year,2018,2018,Accidental,Percent,65
Stimulants,Emergency Department (ED) Visits,Intent,Canada,1,By year,2018,2018,Intentional,Percent,21
Stimulants,Emergency Department (ED) Visits,Intent,Canada,1,By year,2018,2018,Undetermined,Percent,14
Stimulants,Emergency Department (ED) Visits,Intent,Canada,1,By year,2019,2019,Accidental,Percent,68
Stimulants,Emergency Department (ED) Visits,Intent,Canada,1,By year,2019,2019,Intentional,Percent,20
